update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,400,996.2108018333796,0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.92610502243042,-0.15820354223251343,0.09096965938806534,0.007138286717236042,tensor(0.2289),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,800,834.7799780771697,0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.890401005744934,1.282755732536316,-0.7357125878334045,0.2984562814235687,tensor(2.3090),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,1200,851.0840694047916,1,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9343496561050415,0.0805082768201828,-0.047519125044345856,0.0035187879111617804,tensor(0.0609),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,1600,977.3634653575513,1,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9344044923782349,-0.026092249900102615,0.015511241741478443,0.0011882148683071136,tensor(0.0295),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,2000,989.9785508392316,2,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9343127012252808,0.034759119153022766,-0.021634789183735847,0.0005384409450925887,tensor(0.0239),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,2400,1029.3995727098809,2,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9355168342590332,-0.006917282473295927,0.005504199303686619,0.0002769768179859966,tensor(0.0079),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,2800,1018.2233969272226,2,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9337670803070068,-0.0023844148963689804,0.0013818186707794666,0.00027225157828070223,tensor(0.0110),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,3200,1001.0785756309691,3,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9323816299438477,0.006744589656591415,-0.0031227050349116325,0.0002489769540261477,tensor(0.0084),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,3600,991.1986099647942,3,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.934285283088684,-0.0013394078705459833,0.00034597530611790717,0.00014486450527328998,tensor(0.0078),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,4000,999.8674568400376,4,0.22750000655651093,0.3940415700781296,0.0,0.9100000262260437,77.5,38.97114317029974,10.0,100.0,1.9322930574417114,-0.002136965049430728,0.0341319665312767,0.01291701104491949,tensor(0.0509),0.22750000655651093,0.3940415700781296,0.0,0.9100000262260437
11,4400,643.8926739105739,4,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.932743787765503,0.058149777352809906,-0.030356910079717636,0.0007317123818211257,tensor(0.0384),0.0,0.0,0.0,0.0
12,4800,833.4922762486823,5,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9333854913711548,0.012038116343319416,-0.006241464521735907,0.00014956557424739003,tensor(0.0086),0.0,0.0,0.0,0.0
13,5200,821.8022400031349,5,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.932776927947998,-0.0009448257624171674,0.0011735648149624467,0.0001275524264201522,tensor(0.0051),0.0,0.0,0.0,0.0
14,5600,828.8773863204632,6,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9323437213897705,0.005431428551673889,-0.0046547818928956985,0.00018960965098813176,tensor(0.0058),0.0,0.0,0.0,0.0
15,6000,864.3531679833325,6,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9320520162582397,0.0006539304740726948,-0.002462925622239709,0.0001405890507157892,tensor(0.0049),0.0,0.0,0.0,0.0
16,6400,885.0283013393681,7,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9321306943893433,-0.004650801885873079,0.00278550386428833,0.00013200825196690857,tensor(0.0043),0.0,0.0,0.0,0.0
17,6800,645.3023577829916,7,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9308172464370728,0.000827925861813128,-0.0007793806726112962,0.00016402032633777708,tensor(0.0038),0.0,0.0,0.0,0.0
18,7200,914.810169927741,8,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9311901330947876,0.002188822254538536,-0.0022254902869462967,0.00015697699564043432,tensor(0.0039),0.0,0.0,0.0,0.0
19,7600,834.4660843666828,8,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9312292337417603,-0.0007269387715496123,0.0012799979886040092,8.256496948888525e-05,tensor(0.0047),0.0,0.0,0.0,0.0
20,8000,888.2614611625555,9,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9302655458450317,-0.00038718938594684005,-0.00020177234546281397,8.239004819188267e-05,tensor(0.0036),0.0,0.0,0.0,0.0
21,8400,761.143483476181,9,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9297915697097778,0.0011008898727595806,0.0008945866720750928,0.0001269963540835306,tensor(0.0054),0.0,0.0,0.0,0.0
22,8800,930.1648516756279,10,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9305137395858765,0.00034569393028505147,0.0010675250086933374,9.227106056641787e-05,tensor(0.0030),0.0,0.0,0.0,0.0
23,9200,901.348109729137,10,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9305256605148315,0.0040337746031582355,-0.002471466548740864,0.00011330000415910035,tensor(0.0052),0.0,0.0,0.0,0.0
24,9600,925.6354178850521,11,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9302418231964111,0.0021757043432444334,-0.002311989665031433,7.50206527300179e-05,tensor(0.0034),0.0,0.0,0.0,0.0
