update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,400,885.3757877616329,0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9434840679168701,0.05393876135349274,-0.03487499803304672,0.0022881946060806513,tensor(0.0450),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,800,794.5288699100631,0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9167699813842773,-0.7462509870529175,0.4487404525279999,0.11002595722675323,tensor(1.0199),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,1200,937.5627148006371,1,0.027249999344348907,0.047198383370630904,0.0,0.10899999737739563,99.75,0.4330127018922193,99.0,100.0,1.94232177734375,-0.004924298729747534,0.009775053709745407,0.00201621581800282,tensor(0.0235),0.027249999344348907,0.047198383370630904,0.0,0.10899999737739563
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,1600,1028.2267499762513,1,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9399707317352295,-0.002202266361564398,0.0004140439268667251,0.0003476346901152283,tensor(0.0057),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,2000,999.2951358176907,2,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.941103458404541,-0.01014900952577591,0.005880489479750395,0.00019190841703675687,tensor(0.0059),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,2400,1000.1255431409987,2,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9412426948547363,-0.0001821627520257607,0.000620055478066206,0.00021388746972661465,tensor(0.0041),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,2800,1013.6261696697858,3,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9420428276062012,-0.0037693835329264402,0.003151165321469307,0.00010281926370225847,tensor(0.0033),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,3200,1004.7951895982249,3,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9418143033981323,-0.0022094175219535828,0.0014073295751586556,9.38578523346223e-05,tensor(0.0025),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,3600,1021.073388286503,3,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.942539095878601,-0.0013685044832527637,0.0010329638607800007,7.956437912071124e-05,tensor(0.0019),0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,4000,685.0049260761936,4,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.942803978919983,0.0027946820482611656,-0.0015526532661169767,7.63541174819693e-05,tensor(0.0022),0.0,0.0,0.0,0.0
11,4400,880.3000442846559,4,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9431757926940918,0.0009198164916597307,-0.0004360447055660188,6.502849282696843e-05,tensor(0.0016),0.0,0.0,0.0,0.0
12,4800,789.6799288699443,5,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9433162212371826,-0.0013611146714538336,0.0009827896719798446,7.485422247555107e-05,tensor(0.0023),0.0,0.0,0.0,0.0
13,5200,910.5833530984781,5,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9437793493270874,0.003964196424931288,-0.0025188548024743795,7.927591650513932e-05,tensor(0.0042),0.0,0.0,0.0,0.0
